material,process,power,velocity,hatch_spacing,energy_density,layer_thickness,beam_diameter,density,specific_heat_capacity,k,melting_temperature,absorption_coefficient,minimal_absorptivity,melt_pool_shape,spatter,weight_percent_Zn,weight_percent_Mg,weight_percent_Si,weight_percent_Al,weight_percent_Sn,weight_percent_Zr,weight_percent_W,weight_percent_Ti,weight_percent_V,weight_percent_Co,weight_percent_Cu,weight_percent_Ta,weight_percent_Nb,weight_percent_Ni,weight_percent_Cr,weight_percent_Fe,weight_percent_Mn,weight_percent_Mo,paper_id,paper_url,porosity,relative_density,comments
Ni-5Nb,PBF,178,600,,,,100,8900,550,85,1430,,,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,5,95,0,0,0,0,51,,,,
Ni-5Nb,PBF,200,700,,,,100,8900,550,85,1430,,,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,5,95,0,0,0,0,51,,,,
Ni-5Nb,PBF,225,750,,,,100,8900,550,85,1430,,,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,5,95,0,0,0,0,51,,,,
Ni-5Nb,PBF,150,300,,,,100,8900,550,85,1430,,,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,5,95,0,0,0,0,51,,,,
Ni-5Nb,PBF,160,200,,,,100,8900,550,85,1430,,,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,5,95,0,0,0,0,51,,,,
Ni-5Nb,PBF,185,220,,,,100,8900,550,85,1430,,,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,5,95,0,0,0,0,51,,,,
Ni-5Nb,PBF,210,400,,,,100,8900,550,85,1430,,,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,5,95,0,0,0,0,51,,,,
Ni-5Nb,PBF,220,600,,,,100,8900,550,85,1430,,,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,5,95,0,0,0,0,51,,,,
Ni-5Nb,PBF,235,220,,,,100,8900,550,85,1430,,,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,5,95,0,0,0,0,51,,,,
Ni-5Nb,PBF,240,800,,,,100,8900,550,85,1430,,,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,5,95,0,0,0,0,51,,,,
Ni-5Nb,PBF,250,450,,,,100,8900,550,85,1430,,,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,5,95,0,0,0,0,51,,,,
Ni-5Nb,PBF,175,1200,,,,100,8900,550,85,1430,,,balling,,0,0,0,0,0,0,0,0,0,0,0,0,5,95,0,0,0,0,51,,,,
Ni-5Nb,PBF,175,1500,,,,100,8900,550,85,1430,,,balling,,0,0,0,0,0,0,0,0,0,0,0,0,5,95,0,0,0,0,51,,,,
Ni-5Nb,PBF,180,1900,,,,100,8900,550,85,1430,,,balling,,0,0,0,0,0,0,0,0,0,0,0,0,5,95,0,0,0,0,51,,,,
Ni-5Nb,PBF,180,2300,,,,100,8900,550,85,1430,,,balling,,0,0,0,0,0,0,0,0,0,0,0,0,5,95,0,0,0,0,51,,,,
Ni-5Nb,PBF,210,1200,,,,100,8900,550,85,1430,,,balling,,0,0,0,0,0,0,0,0,0,0,0,0,5,95,0,0,0,0,51,,,,
Ni-5Nb,PBF,210,1500,,,,100,8900,550,85,1430,,,balling,,0,0,0,0,0,0,0,0,0,0,0,0,5,95,0,0,0,0,51,,,,
Ni-5Nb,PBF,230,1900,,,,100,8900,550,85,1430,,,balling,,0,0,0,0,0,0,0,0,0,0,0,0,5,95,0,0,0,0,51,,,,
Ni-5Nb,PBF,230,2300,,,,100,8900,550,85,1430,,,balling,,0,0,0,0,0,0,0,0,0,0,0,0,5,95,0,0,0,0,51,,,,
Ni-5Nb,PBF,240,1200,,,,100,8900,550,85,1430,,,balling,,0,0,0,0,0,0,0,0,0,0,0,0,5,95,0,0,0,0,51,,,,
Ni-5Nb,PBF,240,1500,,,,100,8900,550,85,1430,,,balling,,0,0,0,0,0,0,0,0,0,0,0,0,5,95,0,0,0,0,51,,,,
IN718,PBF,100,600,,,,100,8190,435,11.2,1400,0.1006417172,0.178,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,5.5,55,21,0,0,3.3,51,,,,
IN718,PBF,100,800,,,,100,8190,435,11.2,1400,0.07546185898,0.178,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,5.5,55,21,0,0,3.3,51,,,,
IN718,PBF,100,1000,,,,100,8190,435,11.2,1400,0.06038503031,0.178,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,5.5,55,21,0,0,3.3,51,,,,
IN718,PBF,150,1000,,,,100,8190,435,11.2,1400,0.09053868766,0.178,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,5.5,55,21,0,0,3.3,51,,,,
IN718,PBF,150,1200,,,,100,8190,435,11.2,1400,0.07546185898,0.178,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,5.5,55,21,0,0,3.3,51,,,,
IN718,PBF,100,200,,,,100,8190,435,11.2,1400,0.3018474359,0.178,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,5.5,55,21,0,0,3.3,51,,,,
IN718,PBF,100,400,,,,100,8190,435,11.2,1400,0.150923718,0.178,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,5.5,55,21,0,0,3.3,51,,,,
IN718,PBF,150,400,,,,100,8190,435,11.2,1400,0.226385577,0.178,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,5.5,55,21,0,0,3.3,51,,,,
IN718,PBF,150,600,,,,100,8190,435,11.2,1400,0.150923718,0.178,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,5.5,55,21,0,0,3.3,51,,,,
IN718,PBF,150,800,,,,100,8190,435,11.2,1400,0.1132316463,0.178,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,5.5,55,21,0,0,3.3,51,,,,
IN718,PBF,200,600,,,,100,8190,435,11.2,1400,0.2012057188,0.178,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,5.5,55,21,0,0,3.3,51,,,,
IN718,PBF,200,800,,,,100,8190,435,11.2,1400,0.150923718,0.178,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,5.5,55,21,0,0,3.3,51,,,,
IN718,PBF,200,1000,,,,100,8190,435,11.2,1400,0.1207700606,0.178,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,5.5,55,21,0,0,3.3,51,,,,
IN718,PBF,250,600,,,,100,8190,435,11.2,1400,0.2515654351,0.178,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,5.5,55,21,0,0,3.3,51,,,,
IN718,PBF,250,800,,,,100,8190,435,11.2,1400,0.1886935053,0.178,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,5.5,55,21,0,0,3.3,51,,,,
IN718,PBF,250,1000,,,,100,8190,435,11.2,1400,0.150923718,0.178,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,5.5,55,21,0,0,3.3,51,,,,
IN718,PBF,280,950,,,,100,8190,435,11.2,1400,0.1779687508,0.178,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,5.5,55,21,0,0,3.3,51,,,,
IN718,PBF,300,600,,,,100,8190,435,11.2,1400,0.3018474359,0.178,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,5.5,55,21,0,0,3.3,51,,,,
IN718,PBF,370,1000,,,,100,8190,435,11.2,1400,0.2233546681,0.178,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,5.5,55,21,0,0,3.3,51,,,,
IN718,PBF,150,200,,,,100,8190,435,11.2,1400,0.4527711539,0.178,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,5.5,55,21,0,0,3.3,51,,,,
IN718,PBF,200,200,,,,100,8190,435,11.2,1400,0.6036948719,0.178,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,5.5,55,21,0,0,3.3,51,,,,
IN718,PBF,200,400,,,,100,8190,435,11.2,1400,0.3018474359,0.178,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,5.5,55,21,0,0,3.3,51,,,,
IN718,PBF,250,200,,,,100,8190,435,11.2,1400,0.7546185898,0.178,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,5.5,55,21,0,0,3.3,51,,,,
IN718,PBF,250,400,,,,100,8190,435,11.2,1400,0.3773092949,0.178,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,5.5,55,21,0,0,3.3,51,,,,
IN718,PBF,300,400,,,,100,8190,435,11.2,1400,0.4527711539,0.178,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,5.5,55,21,0,0,3.3,51,,,,
IN718,PBF,370,400,,,,100,8190,435,11.2,1400,0.5583866702,0.178,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,5.5,55,21,0,0,3.3,51,,,,
IN718,PBF,370,800,,,,100,8190,435,11.2,1400,0.2792321929,0.178,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,5.5,55,21,0,0,3.3,51,,,,
IN718,PBF,200,1200,,,,100,8190,435,11.2,1400,0.1006417172,0.178,balling,,0,0,0,0,0,0,0,0,0,0,0,0,5.5,55,21,0,0,3.3,51,,,,
IN718,PBF,250,1200,,,,100,8190,435,11.2,1400,0.1257438598,0.178,balling,,0,0,0,0,0,0,0,0,0,0,0,0,5.5,55,21,0,0,3.3,51,,,,
IN718,PBF,250,1400,,,,100,8190,435,11.2,1400,0.1077915535,0.178,balling,,0,0,0,0,0,0,0,0,0,0,0,0,5.5,55,21,0,0,3.3,51,,,,
IN718,PBF,300,1200,,,,100,8190,435,11.2,1400,0.150923718,0.178,balling,,0,0,0,0,0,0,0,0,0,0,0,0,5.5,55,21,0,0,3.3,51,,,,
IN718,PBF,300,1400,,,,100,8190,435,11.2,1400,0.1293964935,0.178,balling,,0,0,0,0,0,0,0,0,0,0,0,0,5.5,55,21,0,0,3.3,51,,,,
IN718,PBF,370,1200,,,,100,8190,435,11.2,1400,0.1861288901,0.178,balling,,0,0,0,0,0,0,0,0,0,0,0,0,5.5,55,21,0,0,3.3,51,,,,
IN718,PBF,370,1400,,,,100,8190,435,11.2,1400,0.1595501509,0.178,balling,,0,0,0,0,0,0,0,0,0,0,0,0,5.5,55,21,0,0,3.3,51,,,,
Co-Cr-Fe-Mn-Ni,PBF,42,100,,,,100,7700,600,20,1371,,,LOF,,0,0,0,0,0,0,0,0,0,19.4,0,0,0,28,14.2,19,19.4,0,51,,,,
Co-Cr-Fe-Mn-Ni,PBF,42,200,,,,100,7700,600,20,1371,,,LOF,,0,0,0,0,0,0,0,0,0,19.4,0,0,0,28,14.2,19,19.4,0,51,,,,
Co-Cr-Fe-Mn-Ni,PBF,42,300,,,,100,7700,600,20,1371,,,LOF,,0,0,0,0,0,0,0,0,0,19.4,0,0,0,28,14.2,19,19.4,0,51,,,,
Co-Cr-Fe-Mn-Ni,PBF,42,400,,,,100,7700,600,20,1371,,,LOF,,0,0,0,0,0,0,0,0,0,19.4,0,0,0,28,14.2,19,19.4,0,51,,,,
Co-Cr-Fe-Mn-Ni,PBF,42,500,,,,100,7700,600,20,1371,,,LOF,,0,0,0,0,0,0,0,0,0,19.4,0,0,0,28,14.2,19,19.4,0,51,,,,
Co-Cr-Fe-Mn-Ni,PBF,42,600,,,,100,7700,600,20,1371,,,LOF,,0,0,0,0,0,0,0,0,0,19.4,0,0,0,28,14.2,19,19.4,0,51,,,,
Co-Cr-Fe-Mn-Ni,PBF,80,600,,,,100,7700,600,20,1371,,,desirable,,0,0,0,0,0,0,0,0,0,19.4,0,0,0,28,14.2,19,19.4,0,51,,,,
Co-Cr-Fe-Mn-Ni,PBF,80,700,,,,100,7700,600,20,1371,,,desirable,,0,0,0,0,0,0,0,0,0,19.4,0,0,0,28,14.2,19,19.4,0,51,,,,
Co-Cr-Fe-Mn-Ni,PBF,80,800,,,,100,7700,600,20,1371,,,desirable,,0,0,0,0,0,0,0,0,0,19.4,0,0,0,28,14.2,19,19.4,0,51,,,,
Co-Cr-Fe-Mn-Ni,PBF,80,900,,,,100,7700,600,20,1371,,,desirable,,0,0,0,0,0,0,0,0,0,19.4,0,0,0,28,14.2,19,19.4,0,51,,,,
Co-Cr-Fe-Mn-Ni,PBF,128,1000,,,,100,7700,600,20,1371,,,desirable,,0,0,0,0,0,0,0,0,0,19.4,0,0,0,28,14.2,19,19.4,0,51,,,,
Co-Cr-Fe-Mn-Ni,PBF,128,1100,,,,100,7700,600,20,1371,,,desirable,,0,0,0,0,0,0,0,0,0,19.4,0,0,0,28,14.2,19,19.4,0,51,,,,
Co-Cr-Fe-Mn-Ni,PBF,128,1200,,,,100,7700,600,20,1371,,,desirable,,0,0,0,0,0,0,0,0,0,19.4,0,0,0,28,14.2,19,19.4,0,51,,,,
Co-Cr-Fe-Mn-Ni,PBF,128,1300,,,,100,7700,600,20,1371,,,desirable,,0,0,0,0,0,0,0,0,0,19.4,0,0,0,28,14.2,19,19.4,0,51,,,,
Co-Cr-Fe-Mn-Ni,PBF,80,400,,,,100,7700,600,20,1371,,,keyhole,,0,0,0,0,0,0,0,0,0,19.4,0,0,0,28,14.2,19,19.4,0,51,,,,
Co-Cr-Fe-Mn-Ni,PBF,80,500,,,,100,7700,600,20,1371,,,keyhole,,0,0,0,0,0,0,0,0,0,19.4,0,0,0,28,14.2,19,19.4,0,51,,,,
Co-Cr-Fe-Mn-Ni,PBF,128,800,,,,100,7700,600,20,1371,,,keyhole,,0,0,0,0,0,0,0,0,0,19.4,0,0,0,28,14.2,19,19.4,0,51,,,,
Co-Cr-Fe-Mn-Ni,PBF,128,900,,,,100,7700,600,20,1371,,,keyhole,,0,0,0,0,0,0,0,0,0,19.4,0,0,0,28,14.2,19,19.4,0,51,,,,
Co-Cr-Fe-Mn-Ni,PBF,170,1000,,,,100,7700,600,20,1371,,,keyhole,,0,0,0,0,0,0,0,0,0,19.4,0,0,0,28,14.2,19,19.4,0,51,,,,
Co-Cr-Fe-Mn-Ni,PBF,170,1100,,,,100,7700,600,20,1371,,,keyhole,,0,0,0,0,0,0,0,0,0,19.4,0,0,0,28,14.2,19,19.4,0,51,,,,
Co-Cr-Fe-Mn-Ni,PBF,170,1200,,,,100,7700,600,20,1371,,,keyhole,,0,0,0,0,0,0,0,0,0,19.4,0,0,0,28,14.2,19,19.4,0,51,,,,
Co-Cr-Fe-Mn-Ni,PBF,170,1300,,,,100,7700,600,20,1371,,,balling,,0,0,0,0,0,0,0,0,0,19.4,0,0,0,28,14.2,19,19.4,0,51,,,,
Co-Cr-Fe-Mn-Ni,PBF,170,1500,,,,100,7700,600,20,1371,,,balling,,0,0,0,0,0,0,0,0,0,19.4,0,0,0,28,14.2,19,19.4,0,51,,,,
Co-Cr-Fe-Mn-Ni,PBF,170,1600,,,,100,7700,600,20,1371,,,balling,,0,0,0,0,0,0,0,0,0,19.4,0,0,0,28,14.2,19,19.4,0,51,,,,
Co-Cr-Fe-Mn-Ni,PBF,215,1500,,,,100,7700,600,20,1371,,,balling,,0,0,0,0,0,0,0,0,0,19.4,0,0,0,28,14.2,19,19.4,0,51,,,,
Co-Cr-Fe-Mn-Ni,PBF,215,1600,,,,100,7700,600,20,1371,,,balling,,0,0,0,0,0,0,0,0,0,19.4,0,0,0,28,14.2,19,19.4,0,51,,,,
Co-Cr-Fe-Mn-Ni,PBF,215,1700,,,,100,7700,600,20,1371,,,balling,,0,0,0,0,0,0,0,0,0,19.4,0,0,0,28,14.2,19,19.4,0,51,,,,
Co-Cr-Fe-Mn-Ni,PBF,215,1800,,,,100,7700,600,20,1371,,,balling,,0,0,0,0,0,0,0,0,0,19.4,0,0,0,28,14.2,19,19.4,0,51,,,,
Co-Cr-Fe-Mn-Ni,PBF,215,1900,,,,100,7700,600,20,1371,,,balling,,0,0,0,0,0,0,0,0,0,19.4,0,0,0,28,14.2,19,19.4,0,51,,,,
Co-Cr-Fe-Mn-Ni,PBF,215,2000,,,,100,7700,600,20,1371,,,balling,,0,0,0,0,0,0,0,0,0,19.4,0,0,0,28,14.2,19,19.4,0,51,,,,
SS17-4PH,PBF,80,100,,,,50,7750,460,17.9,1420,,,keyhole,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,80,200,,,,50,7750,460,17.9,1420,,,keyhole,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,80,400,,,,50,7750,460,17.9,1420,,,LOF,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,80,600,,,,50,7750,460,17.9,1420,,,LOF,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,80,800,,,,50,7750,460,17.9,1420,,,LOF,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,80,1200,,,,50,7750,460,17.9,1420,,,LOF,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,80,1400,,,,50,7750,460,17.9,1420,,,LOF,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,120,200,,,,50,7750,460,17.9,1420,,,keyhole,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,120,400,,,,50,7750,460,17.9,1420,,,keyhole,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,120,600,,,,50,7750,460,17.9,1420,,,LOF,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,120,800,,,,50,7750,460,17.9,1420,,,LOF,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,120,1000,,,,50,7750,460,17.9,1420,,,LOF,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,120,1200,,,,50,7750,460,17.9,1420,,,LOF,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,120,1900,,,,50,7750,460,17.9,1420,,,LOF,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,120,2400,,,,50,7750,460,17.9,1420,,,LOF,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,250,500,,,,50,7750,460,17.9,1420,,,keyhole,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,250,800,,,,50,7750,460,17.9,1420,,,keyhole,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,250,1100,,,,50,7750,460,17.9,1420,,,desirable,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,250,1400,,,,50,7750,460,17.9,1420,,,desirable,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,250,1900,,,,50,7750,460,17.9,1420,,,desirable,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,250,2400,,,,50,7750,460,17.9,1420,,,LOF,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,250,3800,,,,50,7750,460,17.9,1420,,,LOF,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,250,5000,,,,50,7750,460,17.9,1420,,,LOF,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,380,800,,,,50,7750,460,17.9,1420,,,keyhole,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,380,1400,,,,50,7750,460,17.9,1420,,,keyhole,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,380,1900,,,,50,7750,460,17.9,1420,,,desirable,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,380,2400,,,,50,7750,460,17.9,1420,,,desirable,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,380,3000,,,,50,7750,460,17.9,1420,,,desirable,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,380,3800,,,,50,7750,460,17.9,1420,,,desirable,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,380,5800,,,,50,7750,460,17.9,1420,,,balling,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,380,7400,,,,50,7750,460,17.9,1420,,,balling,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,500,1400,,,,50,7750,460,17.9,1420,,,keyhole,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,500,1900,,,,50,7750,460,17.9,1420,,,keyhole,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,500,2500,,,,50,7750,460,17.9,1420,,,keyhole,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,500,3000,,,,50,7750,460,17.9,1420,,,keyhole,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,500,3900,,,,50,7750,460,17.9,1420,,,keyhole,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,500,5000,,,,50,7750,460,17.9,1420,,,balling,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,500,7600,,,,50,7750,460,17.9,1420,,,balling,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,500,10000,,,,50,7750,460,17.9,1420,,,balling,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,620,1900,,,,50,7750,460,17.9,1420,,,keyhole,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,620,2200,,,,50,7750,460,17.9,1420,,,keyhole,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,620,3000,,,,50,7750,460,17.9,1420,,,keyhole,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,620,4000,,,,50,7750,460,17.9,1420,,,keyhole,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,620,5000,,,,50,7750,460,17.9,1420,,,keyhole,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,620,6000,,,,50,7750,460,17.9,1420,,,balling,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,620,9300,,,,50,7750,460,17.9,1420,,,balling,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,750,2000,,,,50,7750,460,17.9,1420,,,keyhole,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,750,3000,,,,50,7750,460,17.9,1420,,,keyhole,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,750,4000,,,,50,7750,460,17.9,1420,,,keyhole,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,750,5000,,,,50,7750,460,17.9,1420,,,keyhole,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,750,6000,,,,50,7750,460,17.9,1420,,,keyhole,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,750,7800,,,,50,7750,460,17.9,1420,,,balling,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,880,2100,,,,50,7750,460,17.9,1420,,,balling,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,880,3200,,,,50,7750,460,17.9,1420,,,keyhole,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,880,4400,,,,50,7750,460,17.9,1420,,,keyhole,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,880,5800,,,,50,7750,460,17.9,1420,,,keyhole,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,880,7000,,,,50,7750,460,17.9,1420,,,balling,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,1000,2300,,,,50,7750,460,17.9,1420,,,keyhole,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,1000,4000,,,,50,7750,460,17.9,1420,,,keyhole,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,1000,5600,,,,50,7750,460,17.9,1420,,,keyhole,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,1000,6500,,,,50,7750,460,17.9,1420,,,keyhole,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,1000,8000,,,,50,7750,460,17.9,1420,,,balling,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,1000,10000,,,,50,7750,460,17.9,1420,,,balling,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,160,1000,,,,50,7750,460,17.9,1420,,,desirable,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,160,1500,,,,50,7750,460,17.9,1420,,,desirable,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,160,2000,,,,50,7750,460,17.9,1420,,,desirable,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,300,1500,,,,50,7750,460,17.9,1420,,,desirable,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,300,2000,,,,50,7750,460,17.9,1420,,,desirable,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,300,2500,,,,50,7750,460,17.9,1420,,,desirable,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
SS17-4PH,PBF,300,3000,,,,50,7750,460,17.9,1420,,,desirable,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,
