material,process,sub_process,power,velocity,hatch_spacing,melt_pool_depth,melt_pool_width,melt_pool_length,depth_over_length,depth_over_width,length_over_width,energy_joules_over_mm,energy_joules_over_mm_cubed,layer_thickness,beam_diameter,absorption_coefficient,absorption_coefficient_2,density,specific_heat_capacity,k,melting_temperature,minimal_absorptivity,melt_pool_shape,spatter,weight_percent_Y,weight_percent_Zn,weight_percent_Mg,weight_percent_Si,weight_percent_Al,weight_percent_Sn,weight_percent_Zr,weight_percent_W,weight_percent_Ti,weight_percent_V,weight_percent_Co,weight_percent_Cu,weight_percent_Ta,weight_percent_Nb,weight_percent_Ni,weight_percent_Cr,weight_percent_Fe,weight_percent_Mn,weight_percent_Mo,D10,D50,D90,paper_id,paper_url,porosity,relative_density,comments,
Ti-6Al-4V,PBF,SLM,108.75,257.5,68.75,57,139,189,1.9,0.4100719424,1.35971223,0.4223300971,204.7661077,30,50,1.436728514,0.2387531241,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,15,https://www.sciencedirect.com/science/article/abs/pii/S0030399217306424,,,,1649
Ti-6Al-4V,PBF,SLM,67.5,115,62.5,39,122,146,1.3,0.3196721311,1.196721311,0.5869565217,313.0434783,30,50,1.996824928,0.1660277061,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,15,https://www.sciencedirect.com/science/article/abs/pii/S0030399217306425,,,,1649
Ti-6Al-4V,PBF,SLM,81.25,162.5,68.75,43,130,165,1.433333333,0.3307692308,1.269230769,0.5,242.4242424,30,50,1.700961594,0.1964962362,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,15,https://www.sciencedirect.com/science/article/abs/pii/S0030399217306426,,,,1649
Ti-6Al-4V,PBF,SLM,122.5,115,62.5,84,184,228,2.8,0.4565217391,1.239130435,1.065217391,568.115942,30,50,3.623801259,0.184695187,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,15,https://www.sciencedirect.com/science/article/abs/pii/S0030399217306427,,,,1649
Ti-6Al-4V,PBF,SLM,108.75,162.5,68.75,64,158,212,2.133333333,0.4050632911,1.341772152,0.6692307692,324.4755245,30,50,2.276678845,0.2072649619,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,15,https://www.sciencedirect.com/science/article/abs/pii/S0030399217306428,,,,1649
Ti-6Al-4V,PBF,SLM,67.5,305,62.5,31,97,128,1.033333333,0.3195876289,1.319587629,0.2213114754,118.0327869,30,50,0.7529088464,0.2295167304,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,15,https://www.sciencedirect.com/science/article/abs/pii/S0030399217306429,,,,1649
Ti-6Al-4V,PBF,SLM,81.25,257.5,68.75,38,118,152,1.266666667,0.3220338983,1.288135593,0.3155339806,152.9861724,30,50,1.073408029,0.2370240146,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,15,https://www.sciencedirect.com/science/article/abs/pii/S0030399217306430,,,,1649
Ti-6Al-4V,PBF,SLM,122.5,305,62.5,61,151,202,2.033333333,0.4039735099,1.337748344,0.4016393443,214.2076503,30,50,1.36631817,0.2854361246,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,15,https://www.sciencedirect.com/science/article/abs/pii/S0030399217306431,,,,1649
Ti-6Al-4V,PBF,SLM,108.75,257.5,68.75,58,142,186,1.933333333,0.4084507042,1.309859155,0.4223300971,204.7661077,30,50,1.436728514,0.2483062814,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,15,https://www.sciencedirect.com/science/article/abs/pii/S0030399217306432,,,,1649
Ti-6Al-4V,PBF,SLM,67.5,115,87.5,37,117,142,1.233333333,0.3162393162,1.213675214,0.5869565217,223.6024845,30,50,1.996824928,0.1548755276,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,15,https://www.sciencedirect.com/science/article/abs/pii/S0030399217306433,,,,1649
Ti-6Al-4V,PBF,SLM,81.25,162.5,81.25,42,132,161,1.4,0.3181818182,1.21969697,0.5,205.1282051,30,50,1.700961594,0.2018225524,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,15,https://www.sciencedirect.com/science/article/abs/pii/S0030399217306434,,,,1649
Ti-6Al-4V,PBF,SLM,122.5,115,87.5,81,180,224,2.7,0.45,1.244444444,1.065217391,405.7971014,30,50,3.623801259,0.177731512,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,15,https://www.sciencedirect.com/science/article/abs/pii/S0030399217306435,,,,1649
Ti-6Al-4V,PBF,SLM,108.75,162.5,81.25,63,153,196,2.1,0.4117647059,1.281045752,0.6692307692,274.556213,30,50,2.276678845,0.1957193779,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,15,https://www.sciencedirect.com/science/article/abs/pii/S0030399217306436,,,,1649
Ti-6Al-4V,PBF,SLM,67.5,305,87.5,29,97,118,0.9666666667,0.2989690722,1.216494845,0.2213114754,84.30913349,30,50,0.7529088464,0.2295167304,4470.5,561.5,7.2,1922,0.26,LOF,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,15,https://www.sciencedirect.com/science/article/abs/pii/S0030399217306437,,,,1649
Ti-6Al-4V,PBF,SLM,81.25,257.5,81.25,36,112,141,1.2,0.3214285714,1.258928571,0.3155339806,129.4498382,30,50,1.073408029,0.2156814438,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,15,https://www.sciencedirect.com/science/article/abs/pii/S0030399217306438,,,,1649
Ti-6Al-4V,PBF,SLM,122.5,305,87.5,58,146,190,1.933333333,0.397260274,1.301369863,0.4016393443,153.0054645,30,50,1.36631817,0.2680558848,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,15,https://www.sciencedirect.com/science/article/abs/pii/S0030399217306439,,,,1649
Ti-6Al-4V,PBF,SLM,108.75,257.5,81.25,56,140,186,1.866666667,0.4,1.328571429,0.4223300971,173.2636296,30,50,1.436728514,0.2419168516,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,15,https://www.sciencedirect.com/science/article/abs/pii/S0030399217306440,,,,1649
Ti-6Al-4V,PBF,SLM,67.5,115,87.5,39,119,144,1.3,0.3277310924,1.210084034,0.5869565217,223.6024845,30,50,1.996824928,0.1592918065,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,15,https://www.sciencedirect.com/science/article/abs/pii/S0030399217306441,,,,1649
Ti-6Al-4V,PBF,SLM,81.25,162.5,81.25,43,130,164,1.433333333,0.3307692308,1.261538462,0.5,205.1282051,30,50,1.700961594,0.1964962362,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,15,https://www.sciencedirect.com/science/article/abs/pii/S0030399217306442,,,,1649
Ti-6Al-4V,PBF,SLM,122.5,115,87.5,85,182,226,2.833333333,0.467032967,1.241758242,1.065217391,405.7971014,30,50,3.623801259,0.1811969686,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,15,https://www.sciencedirect.com/science/article/abs/pii/S0030399217306443,,,,1649
Ti-6Al-4V,PBF,SLM,108.75,162.5,81.25,64,156,196,2.133333333,0.4102564103,1.256410256,0.6692307692,274.556213,30,50,2.276678845,0.202607618,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,15,https://www.sciencedirect.com/science/article/abs/pii/S0030399217306444,,,,1649
Ti-6Al-4V,PBF,SLM,67.5,305,87.5,31,98,122,1.033333333,0.3163265306,1.244897959,0.2213114754,84.30913349,30,50,0.7529088464,0.2338145757,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,15,https://www.sciencedirect.com/science/article/abs/pii/S0030399217306445,,,,1649
Ti-6Al-4V,PBF,SLM,81.25,257.5,81.25,37,119,149,1.233333333,0.3109243697,1.25210084,0.3155339806,129.4498382,30,50,1.073408029,0.2406778858,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,15,https://www.sciencedirect.com/science/article/abs/pii/S0030399217306446,,,,1649
Ti-6Al-4V,PBF,SLM,122.5,305,87.5,60,149,196,2,0.4026845638,1.315436242,0.4016393443,153.0054645,30,50,1.36631817,0.2784188612,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,15,https://www.sciencedirect.com/science/article/abs/pii/S0030399217306447,,,,1649
Ti-6Al-4V,PBF,SLM,108.75,257.5,81.25,57,141,188,1.9,0.4042553191,1.333333333,0.4223300971,173.2636296,30,50,1.436728514,0.2451012374,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,15,https://www.sciencedirect.com/science/article/abs/pii/S0030399217306448,,,,1649
SS316L,PBF,SLM,100,150,,150,144,,2,1.041666667,0,0.6666666667,,75,55,1.743316602,0.2678504865,8000,500,16.3,1688,0.33,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,16,https://www.sciencedirect.com/science/article/abs/pii/S2214860420308691,,,,1415
SS316L,PBF,SLM,100,200,,126,117,,1.68,1.076923077,0,0.5,,75,55,1.307487452,0.2301651755,8000,500,16.3,1688,0.33,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,16,https://www.sciencedirect.com/science/article/abs/pii/S2214860420308692,,,,1415
SS316L,PBF,SLM,100,300,,52,103,,0.6933333333,0.5048543689,0,0.3333333333,,75,55,0.8716583011,0.2486096373,8000,500,16.3,1688,0.33,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,16,https://www.sciencedirect.com/science/article/abs/pii/S2214860420308693,,,,1415
SS316L,PBF,SLM,200,300,,266,130,,3.546666667,2.046153846,0,0.6666666667,,75,55,1.743316602,0.1882312148,8000,500,16.3,1688,0.33,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,16,https://www.sciencedirect.com/science/article/abs/pii/S2214860420308694,,,,1415
SS316L,PBF,SLM,200,400,,159,125,,2.12,1.272,0,0.5,,75,55,1.307487452,0.2219172431,8000,500,16.3,1688,0.33,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,16,https://www.sciencedirect.com/science/article/abs/pii/S2214860420308695,,,,1415
SS316L,PBF,SLM,200,600,,70,113,,0.9333333333,0.6194690265,0,0.3333333333,,75,55,0.8716583011,0.260480776,8000,500,16.3,1688,0.33,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,16,https://www.sciencedirect.com/science/article/abs/pii/S2214860420308696,,,,1415
Ti-6Al-4V,PBF,SLM,75,146,,150,,,2.5,,,0.5136986301,,60,50,1.747590961,,4470.5,561.5,7.2,1922,0.26,keyhole,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,17,https://onlinelibrary.wiley.com/doi/abs/10.1002/adem.201900455,,,,1649
Ti-6Al-4V,PBF,SLM,75,455,,75,,,1.25,,,0.1648351648,,60,50,0.5607958542,,4470.5,561.5,7.2,1922,0.26,keyhole,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,17,https://onlinelibrary.wiley.com/doi/abs/10.1002/adem.201900456,,,,1649
Ti-6Al-4V,PBF,SLM,100,146,,220,,,3.666666667,,,0.6849315068,,60,50,2.330069471,,4470.5,561.5,7.2,1922,0.26,keyhole,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,17,https://onlinelibrary.wiley.com/doi/abs/10.1002/adem.201900457,,,,1649
Ti-6Al-4V,PBF,SLM,100,455,,140,,,2.333333333,,,0.2197802198,,60,50,0.7477019004,,4470.5,561.5,7.2,1922,0.26,keyhole,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,17,https://onlinelibrary.wiley.com/doi/abs/10.1002/adem.201900458,,,,1649
Ti-6Al-4V,PBF,SLM,125,146,,280,,,4.666666667,,,0.8561643836,,60,50,2.912625696,,4470.5,561.5,7.2,1922,0.26,keyhole,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,17,https://onlinelibrary.wiley.com/doi/abs/10.1002/adem.201900459,,,,1649
Ti-6Al-4V,PBF,SLM,125,455,,170,,,2.833333333,,,0.2747252747,,60,50,0.9346079466,,4470.5,561.5,7.2,1922,0.26,keyhole,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,17,https://onlinelibrary.wiley.com/doi/abs/10.1002/adem.201900460,,,,1649
Ti-6Al-4V,PBF,SLM,150,146,,370,,,6.166666667,,,1.02739726,,60,50,3.495104206,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,17,https://onlinelibrary.wiley.com/doi/abs/10.1002/adem.201900461,,,,1649
Ti-6Al-4V,PBF,SLM,150,455,,220,,,3.666666667,,,0.3296703297,,60,50,1.121513993,,4470.5,561.5,7.2,1922,0.26,keyhole,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,17,https://onlinelibrary.wiley.com/doi/abs/10.1002/adem.201900462,,,,1649
Ti-6Al-4V,PBF,SLM,175,146,,425,,,7.083333333,,,1.198630137,,60,50,4.077660432,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,17,https://onlinelibrary.wiley.com/doi/abs/10.1002/adem.201900463,,,,1649
Ti-6Al-4V,PBF,SLM,175,455,,250,,,4.166666667,,,0.3846153846,,60,50,1.308420039,,4470.5,561.5,7.2,1922,0.26,keyhole,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,17,https://onlinelibrary.wiley.com/doi/abs/10.1002/adem.201900464,,,,1649
Ti-6Al-4V,PBF,SLM,200,146,,520,,,8.666666667,,,1.369863014,,60,50,4.660216657,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,17,https://onlinelibrary.wiley.com/doi/abs/10.1002/adem.201900465,,,,1649
Ti-6Al-4V,PBF,SLM,200,455,,310,,,5.166666667,,,0.4395604396,,60,50,1.495326085,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,17,https://onlinelibrary.wiley.com/doi/abs/10.1002/adem.201900466,,,,1649
Ti-6Al-4V,PBF,SLM,225,146,,540,,,9,,,1.54109589,,60,50,5.242695167,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,17,https://onlinelibrary.wiley.com/doi/abs/10.1002/adem.201900467,,,,1649
Ti-6Al-4V,PBF,SLM,225,455,,340,,,5.666666667,,,0.4945054945,,60,50,1.682309847,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,17,https://onlinelibrary.wiley.com/doi/abs/10.1002/adem.201900468,,,,1649
Ti-6Al-4V,PBF,SLM,250,146,,620,,,10.33333333,,,1.712328767,,60,50,5.825251392,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,17,https://onlinelibrary.wiley.com/doi/abs/10.1002/adem.201900469,,,,1649
Ti-6Al-4V,PBF,SLM,250,455,,370,,,6.166666667,,,0.5494505495,,60,50,1.869215893,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,17,https://onlinelibrary.wiley.com/doi/abs/10.1002/adem.201900470,,,,1649
Ti-6Al-4V,PBF,SLM,300,455,,410,,,6.833333333,,,0.6593406593,,60,50,2.243027986,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,17,https://onlinelibrary.wiley.com/doi/abs/10.1002/adem.201900471,,,,1649
4140 steel,PBF,SLM,250,500,,62.5,,,0.8928571429,,,0.5,,70,88,,,7850,473,42.6,1689,,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,97,0.9,0.2,,,,18,https://www.sciencedirect.com/science/article/abs/pii/S2589152919301024,,,,1416
4140 steel,PBF,SLM,364,500,,134.4,,,1.92,,,0.728,,70,88,,,7850,473,42.6,1689,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,97,0.9,0.2,,,,18,https://www.sciencedirect.com/science/article/abs/pii/S2589152919301024,,,,1416
4140 steel,PBF,SLM,208,300,,213.4,,,3.048571429,,,0.6933333333,,70,67,,,7850,473,42.6,1689,,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,97,0.9,0.2,,,,18,https://www.sciencedirect.com/science/article/abs/pii/S2589152919301025,,,,1416
SS316L,PBF,SLM,50,130,,20,20,,0.4,1,0,0.3846153846,,50,95,0.3371303237,0.02916142241,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,19,https://www.sciencedirect.com/science/article/abs/pii/S2214860420307089,,,,1415
SS316L,PBF,SLM,50,160,,20,20,,0.4,1,0,0.3125,,50,95,0.2738698157,0.03059010106,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,19,https://www.sciencedirect.com/science/article/abs/pii/S2214860420307090,,,,1415
SS316L,PBF,SLM,50,220,,20,20,,0.4,1,0,0.2272727273,,50,95,0.1991851128,0.03344745835,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,19,https://www.sciencedirect.com/science/article/abs/pii/S2214860420307091,,,,1415
SS316L,PBF,SLM,50,250,,20,20,,0.4,1,0,0.2,,50,95,0.17532642,0.034876137,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,19,https://www.sciencedirect.com/science/article/abs/pii/S2214860420307092,,,,1415
SS316L,PBF,SLM,50,280,,20,20,,0.4,1,0,0.1785714286,,50,95,0.156519242,0.03630481565,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,19,https://www.sciencedirect.com/science/article/abs/pii/S2214860420307093,,,,1415
SS316L,PBF,SLM,50,310,,20,20,,0.4,1,0,0.1612903226,,50,95,0.1413646977,0.0377334943,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,19,https://www.sciencedirect.com/science/article/abs/pii/S2214860420307094,,,,1415
SS316L,PBF,SLM,50,340,,20,20,,0.4,1,0,0.1470588235,,50,95,0.1289301998,0.03916217294,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,19,https://www.sciencedirect.com/science/article/abs/pii/S2214860420307095,,,,1415
SS316L,PBF,SLM,50,370,,20,20,,0.4,1,0,0.1351351351,,50,95,0.1184385923,0.04059085159,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,19,https://www.sciencedirect.com/science/article/abs/pii/S2214860420307096,,,,1415
SS316L,PBF,SLM,50,400,,20,20,,0.4,1,0,0.125,,50,95,0.1095790125,0.04201953024,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,19,https://www.sciencedirect.com/science/article/abs/pii/S2214860420307097,,,,1415
SS316L,PBF,SLM,80,100,,60,60,,1.2,1,0,0.8,,50,95,0.7012279646,0.06985737765,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,19,https://www.sciencedirect.com/science/article/abs/pii/S2214860420307098,,,,1415
SS316L,PBF,SLM,80,130,,60,60,,1.2,1,0,0.6153846154,,50,95,0.5393463454,0.07789369505,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,19,https://www.sciencedirect.com/science/article/abs/pii/S2214860420307099,,,,1415
SS316L,PBF,SLM,80,160,,60,60,,1.2,1,0,0.5,,50,95,0.4382383345,0.08593001244,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,19,https://www.sciencedirect.com/science/article/abs/pii/S2214860420307100,,,,1415
SS316L,PBF,SLM,80,180,,60,60,,1.2,1,0,0.4444444444,,50,95,0.3895883616,0.09128755737,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,19,https://www.sciencedirect.com/science/article/abs/pii/S2214860420307101,,,,1415
SS316L,PBF,SLM,80,220,,60,60,,1.2,1,0,0.3636363636,,50,95,0.3187117237,0.1020026472,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,19,https://www.sciencedirect.com/science/article/abs/pii/S2214860420307102,,,,1415
SS316L,PBF,SLM,80,280,,60,60,,1.2,1,0,0.2857142857,,50,95,0.250399701,0.118075282,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,19,https://www.sciencedirect.com/science/article/abs/pii/S2214860420307103,,,,1415
SS316L,PBF,SLM,80,310,,60,60,,1.2,1,0,0.2580645161,,50,95,0.2262301457,0.1261115994,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,19,https://www.sciencedirect.com/science/article/abs/pii/S2214860420307104,,,,1415
SS316L,PBF,SLM,80,370,,60,60,,1.2,1,0,0.2162162162,,50,95,0.189548377,0.1421842342,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,19,https://www.sciencedirect.com/science/article/abs/pii/S2214860420307105,,,,1415
SS316L,PBF,SLM,80,400,,60,60,,1.2,1,0,0.2,,50,95,0.17532642,0.1502205516,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,19,https://www.sciencedirect.com/science/article/abs/pii/S2214860420307106,,,,1415
SS316L,PBF,SLM,120,100,,90,90,,1.8,1,0,1.2,,50,95,1.051803089,0.08325123998,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,19,https://www.sciencedirect.com/science/article/abs/pii/S2214860420307107,,,,1415
SS316L,PBF,SLM,120,130,,90,90,,1.8,1,0,0.9230769231,,50,95,0.8090972337,0.09530571607,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,19,https://www.sciencedirect.com/science/article/abs/pii/S2214860420307108,,,,1415
SS316L,PBF,SLM,120,160,,90,90,,1.8,1,0,0.75,,50,95,0.6573963596,0.1073601922,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,19,https://www.sciencedirect.com/science/article/abs/pii/S2214860420307109,,,,1415
SS316L,PBF,SLM,120,180,,90,90,,1.8,1,0,0.6666666667,,50,95,0.5843436846,0.1153965096,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,19,https://www.sciencedirect.com/science/article/abs/pii/S2214860420307110,,,,1415
SS316L,PBF,SLM,120,250,,90,90,,1.8,1,0,0.48,,50,95,0.4207523219,0.1435236204,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,19,https://www.sciencedirect.com/science/article/abs/pii/S2214860420307111,,,,1415
SS316L,PBF,SLM,120,280,,90,90,,1.8,1,0,0.4285714286,,50,95,0.3756772671,0.1555780965,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,19,https://www.sciencedirect.com/science/article/abs/pii/S2214860420307112,,,,1415
SS316L,PBF,SLM,120,370,,90,90,,1.8,1,0,0.3243243243,,50,95,0.2842837077,0.1917415248,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,19,https://www.sciencedirect.com/science/article/abs/pii/S2214860420307113,,,,1415
SS316L,PBF,SLM,120,400,,90,90,,1.8,1,0,0.3,,50,95,0.2629119145,0.2037960009,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,19,https://www.sciencedirect.com/science/article/abs/pii/S2214860420307114,,,,1415
SS316L,PBF,SLM,150,100,,130,130,,2.6,1,0,1.5,,50,95,1.314715004,0.1168379022,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,19,https://www.sciencedirect.com/science/article/abs/pii/S2214860420307115,,,,1415
SS316L,PBF,SLM,150,160,,130,130,,2.6,1,0,0.9375,,50,95,0.8216871628,0.1570790175,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,19,https://www.sciencedirect.com/science/article/abs/pii/S2214860420307116,,,,1415
